Group 1,Group 2,H,p-value,q-value
PE (n=4),PP (n=3),3.1249999999999964,0.07709987174354112,0.11564980761531168
PE (n=4),SW (n=5),0.05999999999999872,0.8064959405073421,0.8064959405073421
PP (n=3),SW (n=5),3.755555555555553,0.052632302565740766,0.11564980761531168
