Group 1,Group 2,H,p-value,q-value
PE (n=4),PP (n=3),1.9999999999999964,0.15729920705028153,0.4718976211508446
PE (n=4),SW (n=5),0.9599999999999973,0.3271868777903035,0.49078031668545524
PP (n=3),SW (n=5),0.19999999999999574,0.6547208460185803,0.6547208460185803
