Group 1,Group 2,H,p-value,q-value
PE (n=4),PP (n=3),3.1249999999999964,0.07709987174354112,0.23129961523062337
PE (n=4),SW (n=5),0.5400000000000027,0.4624327264504752,0.4624327264504752
PP (n=3),SW (n=5),1.0888888888888886,0.29671752632205745,0.4450762894830862
