asvid,DH10,DH11,DH12,DH13,DH14,DH15,DH16,DH2,DH3,DH6,DH8,DH9,taxonomy
d916456eae61d00ed871269ea9560e9a,0,0,420,65,0,107,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae; o__Gymnodiniphycidae; f__Gymnodiniphycidae; g__Gyrodinium
ce1e106cc1a29267b7da645180ea151c,0,0,0,0,0,0,0,0,0,0,0,2,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Arcocellulus; s__Arcocellulus_cornucervis
13005f1e393070e2e3348c8d2a03235b,2,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota; k__Holozoa; p__Holozoa; c__Choanoflagellida; o__Craspedida; f__Salpingoecidae; g__Freshwater_Choanoflagellates_2; s__uncultured_freshwater
7f2f6721535775dbb63f9d052c1c448e,0,0,0,0,0,0,0,0,0,0,15,0,d__Eukaryota; k__Stramenopiles; p__Labyrinthulomycetes; c__Labyrinthulomycetes; o__Labyrinthulomycetes; f__Thraustochytriaceae; g__Aplanochytrium; s__Labyrinthuloides_minuta
db26f2d2ef4dbe82cdc9f15cf4ed7656,6,11,0,0,0,0,1,0,0,4,0,0,d__Eukaryota; k__Chloroplastida; p__Chlorophyta; c__Chlorophyceae; o__Sphaeropleales; f__Sphaeropleales; g__Desmodesmus; s__Desmodesmus_sp.
f619e6e5148758027465b4dc21ba6e75,0,0,0,0,0,43,13,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae
774df8ef59cd7e566cffe9a6ee0ba5f0,0,0,0,0,0,3,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinoflagellata; o__Noctilucales; f__Noctilucales; g__Noctilucales; s__uncultured_eukaryote
aa5b813f4d4a2095bab8ff4893443df9,0,0,0,0,2,0,0,0,0,0,0,0,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Thalassiosira; s__Thalassiosira_lundiana
5d49b9fd38cde9a0e720e6355e854d09,0,0,0,0,0,0,1,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Duboscquella; s__uncultured_eukaryote
90460be0248b731839e112c59bd5e46f,0,0,0,1,0,3,0,0,0,0,0,0,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__Leptocylindrus_danicus
f6f975f47d558f5dc1955250b2f3b850,0,0,0,0,0,9,5,0,0,0,0,0,d__Eukaryota; k__Rhizaria; p__Cercozoa; c__Thecofilosea; o__Thecofilosea; f__Thecofilosea; g__uncultured; s__uncultured_Rhizaria
e8ecb5d13a7012784c93ea354c04708b,0,0,0,0,0,0,0,0,0,0,41,0,d__Eukaryota; k__Holozoa; p__Holozoa; c__Choanoflagellida; o__Craspedida; f__Salpingoecidae; g__Salpingoecidae; s__Salpingoeca_kvevrii
1ab8508aebccf35c07dbc62052d64b0c,0,0,0,0,0,0,7,0,0,0,0,0,d__Eukaryota; k__Chloroplastida; p__Chlorophyta; c__Chlorodendrophyceae; o__Chlorodendrales; f__Chlorodendrales; g__Tetraselmis; s__Tetraselmis_sp.
f23044383e0dd3c42d711935c43a1fc0,0,0,0,0,0,0,0,0,0,0,5,2,d__Eukaryota
373cd8326435c0a4655b5675693209f4,0,0,0,0,0,18,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae; o__Gymnodiniphycidae; f__Gymnodiniphycidae; g__Gyrodinium; s__uncultured_marine
6591440218319f557af078eddd841bb8,0,0,0,0,0,0,0,0,0,0,0,1,d__Eukaryota; k__Holozoa; p__Holozoa; c__Choanoflagellida; o__Craspedida; f__Salpingoecidae; g__Salpingoeca; s__Salpingoeca_urceolata
89e1b4f26378253820720c1379c81d95,0,0,0,0,0,0,0,0,2,0,0,0,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Prostomatea; g__Placus; s__Placus_salinus
e192066dcd92b845c346c79a620b9de1,0,1,0,0,0,0,0,0,0,6,0,0,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Paracineta; s__Paracineta_limbata
e455fa580fa4eec5dc9ac70ddc725d70,0,0,9,0,0,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae
81fa3f9f8dc289cf923491b179c669c7,0,0,6,9,17,54,3,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinoflagellata; o__Noctilucales; f__Noctilucales; g__Noctilucales; s__uncultured_eukaryote
e96be47e1191f15bffff1a09a6ec1060,0,0,0,0,0,0,0,0,0,0,0,2,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Skeletonema
f6fb4f81c84ca553bc95296aa4d4f85b,0,0,0,0,0,0,0,0,1,0,0,0,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Oligohymenophorea; g__Vaginicola; s__Vaginicola_crystallina
ade5a12c938b9e4f4a564f542a39447b,0,0,0,0,0,0,0,0,0,4,0,0,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_eukaryote
b4a61a3bd61a9a6b2e287e9c62a91350,0,0,0,0,6,0,0,0,0,0,0,0,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Coscinodiscophytina; g__Actinocyclus; s__uncultured_marine
d89efe226e406af307933e19b1fae7a8,0,0,0,0,0,0,0,0,0,0,3,0,d__Eukaryota; k__Incertae_Sedis; p__Apusomonadidae; c__Apusomonadidae; o__Apusomonadidae; f__Apusomonadidae; g__Amastigomonas; s__uncultured_Apusomonadidae
e01941aab8c52c028a0d71951f4589f4,0,0,0,0,0,0,0,0,0,0,32,5,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Bacillariophyceae; o__Bacillariophyceae; f__Bacillariophyceae; g__Amphora
e90a55cbe3a0b094082db4caa4e0a4d6,0,0,0,10,0,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae; o__Gonyaulacales; f__Gonyaulacales; g__Pyrophacus; s__Pyrophacus_steinii
c31b4353e13c0947e3a0ac77c6f41fc2,0,8,0,0,0,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_eukaryote
74b376842c8b9a3b17db3231c18e7d63,0,0,0,0,14,0,1,2,1,0,0,6,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Chaetoceros; s__Chaetoceros_elegans
64f7d6a29c8f6eb4342b7c350e4487b1,0,0,0,0,0,0,4,0,0,0,0,0,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Cyclotella; s__Cyclotella_choctawhatcheeana
0689d3fd1f6311ba526dd292981c907f,0,0,0,0,0,0,2,0,0,0,0,0,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Thalassiosira
b1432eec67662029d64481a6d88c64cf,0,0,0,0,0,0,0,0,6,0,0,0,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Thalassiosira; s__Thalassiosira_concaviuscula
a9b2e8e64061aa3b25d180ea673adb44,0,0,0,0,0,0,0,0,0,0,0,7,d__Eukaryota; k__Stramenopiles; p__Labyrinthulomycetes; c__Labyrinthulomycetes; o__Labyrinthulomycetes; f__Labyrinthulaceae; g__Labyrinthula; s__uncultured_eukaryote
6946b1b23b8616800ca91e283a39c79b,5,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Suctoria; s__Pyropia_sp.
f075ac0f3bbf79a2ea783557cb0c1f15,0,0,0,0,0,0,0,0,0,0,0,15,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__Acineta_flava
57607a9fb3b64a7511c446ff0b15eaba,0,0,0,0,0,0,0,0,0,2,0,0,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Paracineta; s__Paracineta_limbata
3422bf197a306bb7d1da88dc0715fecd,12,7,0,0,3,0,21,0,0,0,0,5,d__Eukaryota; k__Alveolata; p__Protalveolata; c__Chromerida; o__Chromerida; f__Chromerida; g__Chromera; s__uncultured_freshwater
66f147b0f8bd78f4dc7b6c7aa5ed324f,0,0,0,0,0,3,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Duboscquella; s__uncultured_eukaryote
e528f34b76d7ebf93b8f85f01c09508f,0,0,0,0,0,0,0,0,13,0,0,0,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Suctoria; s__Pyropia_sp.
f15e79320d269bcf9f2af42a59433740,0,0,0,0,0,0,0,0,0,0,2,0,d__Eukaryota; k__Holozoa; p__Holozoa; c__Choanoflagellida; o__Craspedida; f__Salpingoecidae; g__Freshwater_Choanoflagellates_2; s__uncultured_freshwater
c6bb4ee79dc297fc5229eb867160af16,0,0,1,0,0,0,0,0,0,0,0,0,d__Eukaryota; k__Rhizaria; p__Retaria; c__RAD_B; o__RAD_B; f__RAD_B; g__RAD_B; s__uncultured_Polycystinea
9015759a25c8c317ba7dde9cf74c0c3f,0,0,0,0,0,1,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae
7246a5b0571b36cde7d53f4407a8742d,0,0,0,0,0,0,3,0,0,0,0,0,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Cyclotella; s__Cyclotella_meneghiniana
34aac13867b7166293094f3600d07723,0,0,0,0,0,0,0,0,0,0,4,0,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__Acineta_sp.
b6448249c42c0ac6c56dce1fc451394e,0,0,0,0,1,0,0,0,0,0,0,0,d__Eukaryota
662c7a96323dcc35627d45b824922886,0,0,1,0,0,0,0,0,0,0,0,0,d__Eukaryota
119898241c1fc8795c737af68fab06df,0,0,0,0,1,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae; o__Gymnodiniphycidae; f__Gymnodinium_clade
e1d5afebdf6c9c4eef2f4dc2efeccbb8,0,0,0,0,0,0,0,0,0,0,0,6,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Trochilia; s__Trochilia_petrani
355044ee2219eb7d328776f20efc6ca6,0,0,0,0,0,0,0,0,2,0,0,0,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__Acineta_tuberosa
d799a0fbe75284b9152abe5c296cec32,0,0,0,0,0,0,0,0,6,0,0,0,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Thalassiosira; s__Conticribra_weissflogii
43f615b9874602634053e79c0f088309,0,0,0,0,0,0,0,0,0,0,0,1,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Bacillariophyceae; o__Bacillariophyceae; f__Bacillariophyceae
e35dd850a92de36318f3a02c715feee7,0,0,0,0,0,0,0,0,3,0,0,0,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Ephelota; s__Ephelota_gigantea
7c9b94d5f4e7fa6169e26c38eba619e1,0,0,0,0,2,0,0,0,0,0,0,0,d__Eukaryota
8fb2e18c29173a8900661c7fafade4e7,0,0,0,0,0,0,0,0,0,0,1,0,d__Eukaryota; k__Incertae_Sedis; p__Apusomonadidae; c__Apusomonadidae; o__Apusomonadidae; f__Apusomonadidae; g__Amastigomonas; s__uncultured_Apusomonadidae
a6e3ef75c7dd9c496c0a8663c1e90c4f,0,0,0,0,0,0,0,3,0,0,0,0,d__Eukaryota; k__Stramenopiles; p__Labyrinthulomycetes; c__Labyrinthulomycetes; o__Labyrinthulomycetes; f__Thraustochytriaceae; g__Aplanochytrium; s__Labyrinthuloides_minuta
04ade88fa97403245eece8405e2797b7,0,0,0,0,13,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae
1b86434bb85d53048e054e1c849e963a,0,0,0,0,0,0,0,0,0,0,0,3,d__Eukaryota; k__Stramenopiles; p__Labyrinthulomycetes; c__Labyrinthulomycetes; o__Labyrinthulomycetes; f__Labyrinthulaceae; g__Labyrinthula; s__uncultured_eukaryote
098e7444e49213a15cb3ebd3a88d618f,0,0,0,0,0,0,2,0,0,0,0,0,d__Eukaryota; k__Stramenopiles; p__Peronosporomycetes; c__Peronosporomycetes; o__Peronosporomycetes; f__Peronosporomycetes
25810fe2a547ef3419635350d1b18866,0,0,0,0,0,0,0,0,0,0,2,0,d__Eukaryota; k__Chloroplastida; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Trebouxiophyceae; s__uncultured_Nannochloris
fb61ab15c5015d2a0a0732d90d6e96bf,2,0,0,0,5,4,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_I; g__Syndiniales_Group_I; s__uncultured_eukaryote
a59ffa8c780c6bfa952dd4f937be0322,0,0,0,0,0,0,0,0,1,0,0,0,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Bacillariophyceae; o__Bacillariophyceae; f__Bacillariophyceae; g__Amphora
085062f516e41ea17a86199a8a0a7ebe,0,0,2,1,0,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae; o__Gymnodiniphycidae; f__Gymnodiniphycidae; g__Gyrodinium
57142376da511a8fd87d75cc0a364866,0,0,0,0,0,0,0,0,14,0,0,0,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Thalassiosira
2b0444c4303c5dee59fc3e8d7a2b107c,0,0,0,0,0,0,2,0,0,0,0,0,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Chaetoceros
005101b857a688f768d1552fa8ec9ca4,0,0,0,0,0,0,0,0,1,0,0,0,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Oligohymenophorea; g__Vaginicola; s__Vaginicola_sp.
2c294ef86b0f75d7482cd46770d34dff,0,11,0,0,0,0,0,0,0,0,0,0,d__Eukaryota; k__Chloroplastida; p__Chlorophyta; c__Chlorodendrophyceae; o__Chlorodendrophyceae; f__Chlorodendrophyceae; g__Chlorodendrophyceae; s__Tetraselmis_sp.
d7c34a1a3c89a295800a9528b9c9ee60,0,0,1,4,6,6,0,0,0,0,0,0,d__Eukaryota; k__Alveolata
e55515254efbeedc0d54259711d122a8,0,0,0,0,0,13,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae; o__Gymnodiniphycidae; f__Suessiaceae; g__Pelagodinium; s__uncultured_eukaryote
c9ce1a6f307df948f5809793398f2384,0,0,0,3,0,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_I; g__Syndiniales_Group_I; s__uncultured_alveolate
5edc6cc4b70930ebe49c1156c3466f6c,0,0,0,1,8,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae; o__Gonyaulacales; f__Gonyaulacales; g__Gonyaulax; s__Spiniferites_belerius
b6caedbfd6246d1155a5af78ae58c7b1,0,0,0,0,0,1,0,0,0,0,0,0,d__Eukaryota; k__Alveolata
f6bb5067de008a02599bb85ab5cdec85,0,0,0,0,0,0,0,0,0,0,0,1,d__Eukaryota; k__Stramenopiles; p__Bicosoecida; c__Bicosoecida; o__Bicosoecida; f__Bicosoecida; g__Bicosoeca; s__uncultured_stramenopile
fd114915d26a44de567044394cc247a7,3,4,0,0,0,0,0,0,0,0,0,0,d__Eukaryota; k__Rhizaria; p__Cercozoa; c__Thecofilosea; o__Thecofilosea; f__Thecofilosea; g__uncultured; s__uncultured_Rhizaria
de572034205fdcea02857d763165d8dc,0,0,0,2,0,0,0,0,0,0,0,0,d__Eukaryota; k__Rhizaria; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Ventrifissuridae; g__Ventrifissuridae; s__uncultured_Cercozoa
b68b4eddef12779cc69b9a533880f05c,0,0,0,0,0,0,0,0,0,0,0,1,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__Acineta_tuberosa
0ff02f62d83becf76114ff7118ade98c,0,0,0,0,0,0,0,0,0,0,0,1,d__Eukaryota; k__Rhizaria; p__Cercozoa; c__Thecofilosea; o__Ebriacea; f__Ebriacea; g__Ebria
c0f66014dac93576a6948fa3c944821d,9,0,0,0,0,0,0,0,0,47,31,0,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__Acineta_sp.
5394339b976be3845c08bbb6a2529ec1,0,0,0,0,0,0,0,0,0,0,1,0,d__Eukaryota; k__Chloroplastida; p__Chlorophyta; c__Chlorodendrophyceae; o__Chlorodendrophyceae; f__Chlorodendrophyceae; g__Chlorodendrophyceae; s__Tetraselmis_sp.
30861190b658c7d9ad4bb7033eec3505,0,0,0,0,0,0,0,0,0,0,0,1,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Trochilia; s__Trochilia_petrani
97b81097eeeab8a1d4ae44bbd5781455,0,2,0,0,0,0,0,0,0,0,0,0,d__Eukaryota; k__Rhizaria; p__Cercozoa; c__Thecofilosea; o__Thecofilosea; f__Thecofilosea; g__uncultured; s__uncultured_Rhizaria
f23a6f1f753982db56df7021f1c07b89,0,0,9,0,0,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae; o__Gymnodiniphycidae
a2842fbc5ffd271b5b0a0edcee80f1ec,0,0,0,0,0,0,0,0,0,0,0,1,d__Eukaryota; k__Stramenopiles; p__Labyrinthulomycetes; c__Labyrinthulomycetes; o__Labyrinthulomycetes; f__Thraustochytriaceae; g__Aplanochytrium; s__Labyrinthuloides_minuta
e5c489f89ffde0cecd28d3e6ebc496e9,0,0,0,0,0,0,0,0,3,0,0,0,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Skeletonema
d648a83e667dae183890a9df282300e1,0,0,0,1,0,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae; o__Peridiniphycidae; f__Thoracosphaeraceae; g__Oodinium; s__eukaryote_clone
a7477c8aeb023b2ee31d0ea0fdf06f8f,0,0,0,6,4,0,3,0,0,0,0,4,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae
f93a558858215e8e5837c1d10a29a4c7,0,0,0,0,3,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_II; g__Syndiniales_Group_II
1b22b10fb4affecb6f707a8db2557faf,23,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota; k__Chloroplastida; p__Chlorophyta; c__Chlorodendrophyceae
2d92bead6e3dca8fd43e8cf80e7f16e3,0,0,0,0,10,0,0,0,0,0,0,0,d__Eukaryota; k__Chloroplastida; p__Chlorophyta; c__Trebouxiophyceae; o__Incertae_Sedis; f__Incertae_Sedis; g__Picochlorum; s__Picochlorum_maculatum
6827cb32417f740674b51c9a7edc892e,0,0,0,0,0,0,0,0,3,0,0,0,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Paracineta; s__Paracineta_limbata
0bd90fec261a41aff1601a8ffa209634,0,0,0,0,0,0,0,0,255,0,0,2,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Oligohymenophorea; g__Zoothamnopsis; s__Zoothamnium_sp.
36a57cd59373580e7849f52914d30333,2,2,0,0,0,0,0,0,0,0,0,0,d__Eukaryota; k__Stramenopiles; p__Peronosporomycetes; c__Peronosporomycetes; o__Peronosporomycetes; f__Peronosporomycetes; g__Peronosporomycetes; s__Haliphthoros_sp.
da4389547248bcbd9dd631f65c324867,0,0,0,0,0,2,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_I; g__Syndiniales_Group_I; s__uncultured_eukaryote
0c3e5c89684ec38645bcd9f0352716f4,34,19,0,0,46,0,4,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae; o__Peridiniphycidae; f__Thoracosphaeraceae; g__Thoracosphaeraceae; s__uncultured_eukaryote
443653e7d205efbbf6bcd17cc4711da1,0,0,0,0,0,0,3,0,0,0,0,0,d__Eukaryota; k__Rhizaria; p__Cercozoa; c__Novel_Clade_2; o__Novel_Clade_2; f__Novel_Clade_2; g__Novel_Clade_2; s__uncultured_marine
fb0045a8d4c2dad8543c7eae27ea4bbc,0,0,0,0,0,1,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Choreotrichia; g__Eutintinnus
504e75e32f5283ca2504cb2381e15aea,0,0,0,7,22,9,1,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae; o__Gymnodiniphycidae
f858ee3f00a03b1d316e1c266125262b,0,0,0,0,0,0,0,0,4,1,13,0,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Bacillariophyceae; o__Bacillariophyceae; f__Bacillariophyceae; g__Navicula; s__Naviculales_sp.
f45c8a8c8f859726de51fd076364282e,0,0,0,0,0,0,0,0,2,0,0,0,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Bacillariophyceae; o__Bacillariophyceae
4f8d64541e7698774a8f8aa489158870,0,0,0,0,0,0,0,4,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae; o__Gonyaulacales; f__Gonyaulacales; g__Pyrocystis
f09f6c5d47896b27dbc964f3a32386f4,0,0,0,0,0,0,0,0,0,0,1,0,d__Eukaryota; k__Stramenopiles; p__Labyrinthulomycetes; c__Labyrinthulomycetes; o__Labyrinthulomycetes; f__Labyrinthulaceae; g__Labyrinthula; s__uncultured_eukaryote
023a6801f4e2472f9a81b4ff1b510feb,0,0,0,5,0,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae
8bcf5ff7023a86581ce0a9c27237021e,0,0,0,0,0,0,0,0,0,0,0,19,d__Eukaryota; k__Stramenopiles; p__Labyrinthulomycetes; c__Labyrinthulomycetes; o__Labyrinthulomycetes; f__Labyrinthulaceae; g__Labyrinthula; s__uncultured_eukaryote
98f4e84fa8cebddcd03e324957c229d5,0,0,0,5,0,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae; o__Gonyaulacales; f__Gonyaulacales; g__Pyrophacus; s__Pyrophacus_steinii
066dae3e0dd23d582f2c66812b37823d,0,0,0,0,0,0,0,0,0,0,0,1,d__Eukaryota; k__Rhizaria; p__Cercozoa; c__Cercozoa; o__Cercozoa; f__Cercozoa; g__Cercozoa; s__uncultured_eukaryote
332d9f67d928b26676bb33cb1143c23c,0,0,0,0,0,6,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinophyceae
001960564727de585a54ee73e741372e,0,0,0,0,2,6,0,0,0,0,0,0,d__Eukaryota; k__Holozoa; p__Holozoa; c__Choanoflagellida
3c392468df9b6d797483d81d28d90f9b,0,0,0,1,0,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinoflagellata; o__Noctilucales; f__Noctilucales; g__Noctilucales; s__uncultured_eukaryote
50941b4859c31409d29ea03e0f52fa6b,0,3,0,0,0,0,12,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_I; g__Syndiniales_Group_I; s__Karlodinium_veneficum
03ec7eaf77473b32863db9e185e83abb,0,4,0,0,0,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Suctoria; s__Pyropia_sp.
876700b6151a00f22230fde138a2e2c6,4,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__Acineta_tuberosa
77188d225a4857849481f168296e0257,0,0,0,0,0,0,5,0,0,0,0,0,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Chaetoceros; s__Chaetoceros_sp.
7242f7c7d4e24fef712070e07e64fc12,1,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Bacillariophyceae; o__Bacillariophyceae; f__Bacillariophyceae; g__Cylindrotheca; s__Cylindrotheca_closterium
54c419ea116e33bab64279da210845c7,0,0,0,0,0,0,0,0,0,0,0,5,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Thalassiosira; s__uncultured_stramenopile
15100f398fe621c846f3ef62e3d11d62,0,0,0,1,0,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Dinoflagellata; c__Dinoflagellata; o__Noctilucales; f__Noctilucales; g__Noctilucales; s__uncultured_eukaryote
f138216cb4508252480c4056d0b66a24,0,0,0,0,0,2,0,0,0,0,0,0,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Skeletonema
65a78a7066381d87ce0572d2ba464969,0,0,0,0,0,0,0,0,8,0,0,0,d__Eukaryota; k__Stramenopiles; p__Diatomea; c__Bacillariophyceae; o__Bacillariophyceae; f__Bacillariophyceae; g__Amphora
3d9be84e00ee3016c9bc422e2eae6f42,0,2,0,0,0,0,0,0,0,0,0,0,d__Eukaryota; k__Alveolata; p__Protalveolata; c__Chromerida; o__Chromerida; f__Chromerida; g__Chromera; s__uncultured_freshwater
