Group 1,Group 2,H,p-value,q-value
PE (n=4),PP (n=3),1.9999999999999964,0.15729920705028153,0.2695687423184938
PE (n=4),SW (n=5),0.05999999999999872,0.8064959405073421,0.8064959405073421
PP (n=3),SW (n=5),1.8000000000000007,0.17971249487899588,0.2695687423184938
